Date,Open,High,Low,Close,Volume
"Jan 02, 2018",154.17,155.83,150.84,152.25,29.04K
"Jan 01, 2018",148.42,154.97,148.42,154.52,1.32K
"Dec 29, 2017",155,155.75,146.45,150.84,48.96K
"Dec 28, 2017",146.25,156.67,141.86,154.15,86.76K
"Dec 27, 2017",148.33,153.33,145.83,149.31,29.28K
"Dec 26, 2017",141.67,148.33,141.67,148.07,2.40K
"Dec 22, 2017",135.87,141.93,135.87,141.9,9.84K
"Dec 21, 2017",133.25,135.53,133.17,135.17,4.68K
"Dec 20, 2017",128.17,129.17,128.17,129.08,5.16K
"Dec 19, 2017",128.52,129.17,125.83,125.83,258.48K
"Dec 18, 2017",125,129.08,125,128.75,246.72K
"Dec 15, 2017",123.5,128.32,125,125.12,6.00K
"Dec 14, 2017",129.92,129.99,123.33,126.3,7.80K
"Dec 13, 2017",131.65,131.65,128.33,129.02,3.36K
"Dec 12, 2017",129.22,133.33,129.16,129.98,80.64K
"Dec 11, 2017",137.45,138.33,131.83,135.95,12.84K
"Dec 08, 2017",139.14,139.17,138.33,138.75,0.36K
"Dec 07, 2017",142.5,142.49,136.67,137.56,12.36K
"Dec 06, 2017",147.92,147.92,143.37,143.51,4.80K
"Dec 05, 2017",142.54,148.33,145.83,148.33,3.72K
"Nov 30, 2017",144.38,146.62,142.62,146.27,3.84K
"Nov 29, 2017",145,145,145,145,1.08K
"Nov 28, 2017",144.37,145.42,144.37,144.91,10.32K
"Nov 27, 2017",141.67,144.37,141.67,144.27,0.96K
"Nov 24, 2017",143.75,145.42,143.33,143.37,2.16K
"Nov 23, 2017",143.42,145.75,143.42,145,1.68K
"Nov 22, 2017",145.83,145.84,145.83,145.84,3.96K
"Nov 21, 2017",142.96,142.96,142.58,142.58,1.20K
"Nov 20, 2017",142.5,147.45,142.5,143.33,6.84K
"Nov 17, 2017",145,148.73,144.34,144.34,0.72K
"Nov 16, 2017",149.17,149.17,145.08,147.5,0.72K
"Nov 15, 2017",145,148.29,145,147.71,1.56K
"Nov 14, 2017",147.62,149.17,146.46,146.72,29.40K
"Nov 13, 2017",149.75,154.17,148.33,154.17,4.08K
"Nov 10, 2017",150,150,147.12,147.94,30.84K
"Nov 09, 2017",146.67,147.5,146.67,147.08,15.00K
"Nov 08, 2017",144.17,145.83,144.17,144.67,2.76K
"Nov 07, 2017",145.83,147.5,145.83,147.49,2.40K
"Nov 06, 2017",146.67,148.33,146.67,146.69,3.72K
"Nov 03, 2017",146.67,147.5,146.67,147.38,3.24K
"Nov 02, 2017",146.87,149.16,145.83,147.5,0.72K
"Nov 01, 2017",144.17,147.5,144.17,147.48,8.64K
"Oct 31, 2017",145,145,141.67,143.08,5.88K
"Oct 30, 2017",146.87,147.17,145,145.55,6.84K
"Oct 27, 2017",150,150.42,147.5,148.87,1.92K
"Oct 26, 2017",146.25,151.67,146.25,150.04,5.40K
"Oct 25, 2017",146.25,148.96,146.04,148.9,3.72K
"Oct 24, 2017",149.08,149.08,145.92,146.25,5.16K
"Oct 23, 2017",150,150,146.81,147.16,2.16K
"Oct 20, 2017",151.67,154.15,149.17,151.18,41.28K
"Oct 19, 2017",158.17,158.17,150,153.43,64.92K
"Oct 18, 2017",151.67,154.17,147.5,151.1,3.12K
"Oct 17, 2017",149.98,152.5,149.98,150.42,16.80K
"Oct 16, 2017",144.58,150.37,142.08,148.77,43.20K
"Oct 13, 2017",148.33,148.33,141.56,143.22,34.92K
"Oct 12, 2017",162.5,164.12,158.33,160.26,53.16K
"Oct 11, 2017",164.99,166.67,160,160.72,45.60K
